Customer ID,Sales,Invoice,Recency,AOV,Tenure,Cluster
12462.0,1124.01,72,1,15.61125,302,3
12463.0,1303.63,88,45,14.813977272727273,241,3
12464.0,1212.05,29,9,41.79482758620689,308,3
12465.0,733.89,51,7,14.39,168,3
12466.0,56.73,1,681,56.73,681,1
12467.0,0.0,18,385,0.0,422,1
12468.0,3624.55,163,142,22.236503067484662,689,4
12469.0,3070.54,76,522,40.40184210526316,536,1
12470.0,211.95,23,689,9.215217391304348,689,1
12472.0,16956.69,1049,30,16.164623450905623,730,0
12473.0,2848.23,179,28,15.911899441340783,191,3
12474.0,11966.45,764,16,15.662892670157069,666,0
12475.0,1149.64,61,53,18.846557377049184,409,3
12476.0,13715.62,564,0,24.318475177304965,501,0
12477.0,20173.64,572,22,35.2686013986014,622,0
12478.0,680.99,36,3,18.91638888888889,3,3
12479.0,477.3,35,3,13.637142857142857,10,3
12480.0,5435.1,245,27,22.18408163265306,506,4
12481.0,12217.03,395,22,30.929189873417723,606,0
12482.0,21893.53,207,449,105.76584541062802,653,0
12483.0,4846.87,148,16,32.74912162162162,676,4
12484.0,6303.85,484,32,13.024483471074381,736,0
12485.0,708.1,34,528,20.826470588235296,528,1
12486.0,1037.28,49,431,21.168979591836734,431,1
12487.0,259.79999999999995,3,730,86.59999999999998,730,2
12488.0,1298.66,55,9,23.612000000000002,75,3
12489.0,334.93,15,335,22.328666666666667,335,1
12490.0,9818.64,463,4,21.20656587473002,737,0
12491.0,460.40000000000003,26,38,17.70769230769231,38,3
12492.0,715.21,42,62,17.028809523809525,402,3
12493.0,416.79,23,165,18.121304347826086,196,3
12494.0,1743.52,122,9,14.291147540983607,575,4
12495.0,323.4,19,634,17.021052631578947,640,1
12496.0,54.09,13,619,4.160769230769231,619,1
12497.0,6211.75,58,81,107.09913793103448,681,2
12498.0,403.70000000000005,23,20,17.55217391304348,57,3
12499.0,393.72,27,559,14.582222222222223,559,1
12500.0,5872.31,156,22,37.64301282051282,672,4
12501.0,2089.68,160,314,13.0605,336,3
12502.0,3723.87,147,95,25.332448979591835,309,3
12503.0,0.0,3,337,0.0,583,1
12504.0,411.0,26,17,15.807692307692308,596,4
12505.0,908.0,47,300,19.319148936170212,408,1
12506.0,73.5,23,232,3.1956521739130435,232,3
12507.0,1797.31,51,133,35.24137254901961,584,4
12508.0,398.27,69,25,5.772028985507246,28,3
12509.0,176.5,7,283,25.214285714285715,283,3
12510.0,3689.33,154,142,23.95668831168831,734,4
12511.0,3065.77,194,414,15.802938144329897,428,1
12512.0,138.03,34,65,4.059705882352941,65,3
12513.0,586.79,36,84,16.299722222222222,112,3
12514.0,1597.76,84,266,19.02095238095238,641,4
12515.0,383.7,16,352,23.98125,352,1
12516.0,2648.62,74,77,35.792162162162164,598,4
12517.0,2464.89,286,27,8.618496503496504,189,3
12518.0,2056.89,124,0,16.58782258064516,109,3
12519.0,695.19,42,63,16.552142857142858,476,4
12520.0,2582.51,155,78,16.66135483870968,273,3
12521.0,599.68,38,142,15.781052631578946,142,3
12522.0,192.72,12,38,16.06,50,3
12523.0,4220.85,265,1,15.927735849056605,737,4
12524.0,11091.36,242,8,45.83206611570248,668,0
12525.0,835.1800000000001,77,490,10.846493506493507,735,1
12526.0,1316.66,71,0,18.54450704225352,93,3
12527.0,735.51,32,81,22.9846875,528,4
12528.0,1922.28,95,8,20.234526315789473,312,3
12529.0,311.78000000000003,23,522,13.555652173913044,527,1
12530.0,3689.86,162,59,22.776913580246916,641,4
12531.0,1899.05,133,14,14.278571428571428,685,4
12532.0,349.83000000000004,16,29,21.864375000000003,29,3
12533.0,1149.99,90,618,12.777666666666667,738,1
12534.0,1089.18,63,130,17.28857142857143,130,3
12535.0,716.35,34,91,21.069117647058825,186,3
12536.0,4106.82,273,7,15.043296703296702,58,3
12537.0,732.94,43,408,17.04511627906977,408,1
12538.0,640.45,34,28,18.836764705882356,377,3
12539.0,9498.9,505,21,18.809702970297028,715,0
12540.0,22107.29,775,19,28.525535483870968,731,0
12541.0,981.18,52,29,18.868846153846153,280,3
12542.0,423.38,45,483,9.408444444444445,639,1
12543.0,980.25,43,447,22.796511627906977,447,1
12544.0,355.7,20,29,17.785,35,3
12545.0,1000.39,50,74,20.0078,259,3
12546.0,1141.5,70,46,16.307142857142857,77,3
12547.0,383.58,21,197,18.265714285714285,499,4
12548.0,95.19999999999999,5,165,19.04,165,3
12549.0,1575.68,49,575,32.15673469387755,697,1
12550.0,964.83,57,78,16.92684210526316,78,3
12551.0,168.0,10,357,16.8,357,1
12552.0,437.82,20,38,21.891,39,3
12553.0,4548.82,244,7,18.642704918032784,422,4
12554.0,468.5,26,448,18.01923076923077,448,1
12555.0,129.23,1,681,129.23,681,2
12556.0,603.71,121,49,4.989338842975207,150,3
12558.0,1.0658141036401503e-14,22,1,4.844609562000683e-16,7,3
12559.0,536.21,22,310,24.37318181818182,319,3
12560.0,2101.39,111,4,18.93144144144144,142,3
12561.0,238.85,16,302,14.928125,302,3
12562.0,4966.92,207,7,23.99478260869565,434,4
12563.0,249.24,13,408,19.172307692307694,408,1
12564.0,456.9,21,260,21.757142857142856,260,3
12565.0,131.17,10,281,13.116999999999999,288,3
12566.0,346.7,20,72,17.335,85,3
12567.0,13393.82,658,22,20.355349544072947,666,0
12568.0,70.0,5,644,14.0,644,1
12569.0,4064.9900000000002,191,1,21.282670157068065,251,3
12570.0,77.52,1,681,77.52,681,2
12571.0,519.61,34,39,15.28264705882353,121,3
12572.0,1004.72,62,8,16.205161290322582,51,3
12573.0,717.41,119,226,6.028655462184874,464,4
12574.0,218.45,11,315,19.85909090909091,315,3
12575.0,622.8199999999999,38,456,16.389999999999997,526,1
12576.0,2083.87,147,35,14.175986394557823,525,4
12577.0,1591.35,303,34,5.251980198019802,735,4
12578.0,4572.45,181,20,25.262154696132594,443,4
12579.0,410.72,31,72,13.249032258064517,77,3
12580.0,1052.9,58,246,18.153448275862072,576,1
12581.0,197.71,15,39,13.180666666666667,39,3
12582.0,1980.4,103,238,19.22718446601942,577,4
12583.0,14344.9,471,2,30.456263269639066,733,0
12584.0,1893.95,126,3,15.031349206349207,279,3
12585.0,1982.81,97,233,20.441340206185565,350,3
12586.0,2028.67,96,16,21.131979166666667,722,4
12587.0,144.0,4,7,36.0,7,3
12588.0,938.98,48,38,19.562083333333334,597,4
12589.0,3094.17,212,28,14.595141509433963,689,4
12590.0,9853.48,72,189,136.8538888888889,606,2
12591.0,1352.15,69,316,19.596376811594205,408,1
12592.0,1152.62,84,91,13.721666666666666,518,4
12593.0,418.09999999999997,21,108,19.909523809523808,218,3
12594.0,5044.51,202,37,24.97282178217822,645,4
12595.0,299.02,19,504,15.737894736842104,504,1
12596.0,618.27,27,50,22.898888888888887,241,3
12597.0,3683.13,214,18,17.21088785046729,267,3
12598.0,4414.67,211,9,20.92260663507109,648,4
12599.0,2296.72,133,28,17.268571428571427,577,4
12600.0,4955.79,140,28,35.3985,731,4
12601.0,673.76,35,189,19.250285714285713,404,3
12602.0,153.12,12,58,12.76,58,3
12604.0,254.18,16,78,15.88625,261,3
12605.0,1217.95,82,364,14.853048780487805,457,1
12606.0,21.0,1,681,21.0,681,1
12607.0,3.552713678800501e-15,202,57,1.75876914792104e-17,59,3
12608.0,415.79,16,404,25.986875,404,1
12609.0,3417.86,176,77,19.419659090909093,718,4
12610.0,2057.99,111,22,18.54045045045045,125,3
12611.0,1193.32,65,51,18.35876923076923,51,3
12612.0,643.59,21,57,30.64714285714286,73,3
12613.0,6591.52,347,30,18.995734870317005,724,0
12614.0,315.6,20,277,15.780000000000001,277,3
12615.0,5564.88,278,1,20.017553956834533,738,4
12616.0,1045.35,59,84,17.71779661016949,388,3
12617.0,355.53,42,28,8.465,28,3
12618.0,177.31,11,21,16.11909090909091,21,3
12619.0,3354.95,105,15,31.95190476190476,559,4
12620.0,1339.41,92,14,14.558804347826088,204,3
12622.0,180.1,11,231,16.37272727272727,231,3
12623.0,3639.84,176,275,20.680909090909093,696,4
12624.0,641.13,38,105,16.87184210526316,177,3
12625.0,5095.38,188,211,27.10308510638298,596,4
12626.0,6388.35,307,22,20.808957654723127,326,4
12627.0,4478.53,230,10,19.47186956521739,139,3
12628.0,769.61,43,3,17.897906976744185,64,3
12629.0,1558.22,45,385,34.62711111111111,422,1
12630.0,1270.88,64,9,19.8575,43,3
12631.0,3452.27,186,56,18.56059139784946,692,4
12632.0,738.88,38,520,19.44421052631579,564,1
12633.0,5595.21,313,58,17.876070287539935,525,4
12634.0,490.0,20,535,24.5,547,1
12635.0,2930.41,179,89,16.37100558659218,456,4
12636.0,141.0,1,738,141.0,738,2
12637.0,8271.66,639,66,12.944694835680751,542,0
12638.0,921.49,48,32,19.197708333333335,639,4
12639.0,1312.37,64,238,20.50578125,627,4
12640.0,1174.58,53,23,22.16188679245283,81,3
12641.0,185.9,10,114,18.59,114,3
12642.0,1013.26,47,24,21.558723404255318,107,3
12643.0,7880.9,56,127,140.73035714285714,610,2
12644.0,1815.54,123,129,14.760487804878048,693,4
12645.0,3499.1,163,33,21.46687116564417,668,4
12646.0,1346.97,45,4,29.932666666666666,48,3
12647.0,17682.79,574,21,30.8062543554007,694,0
12648.0,1097.0,66,154,16.62121212121212,700,4
12649.0,2238.7,124,106,18.054032258064513,695,4
12650.0,314.44,20,2,15.722,2,3
12651.0,365.3,32,334,11.415625,464,1
12652.0,1011.58,54,321,18.732962962962965,433,1
12653.0,4160.83,86,148,48.38174418604651,526,4
12654.0,601.98,38,10,15.841578947368422,294,3
12655.0,261.35,16,423,16.334375,423,1
12656.0,6320.78,253,16,24.983320158102767,562,4
12657.0,1152.06,56,10,20.572499999999998,78,3
12658.0,686.05,36,18,19.056944444444444,18,3
12659.0,91.68,5,29,18.336000000000002,29,3
12660.0,245.1,13,10,18.853846153846153,10,3
12661.0,162.0,11,435,14.727272727272727,435,1
12662.0,6949.17,411,0,16.907956204379563,617,0
12663.0,204.0,11,624,18.545454545454547,667,1
12664.0,6052.04,46,7,131.56608695652173,726,2
12665.0,301.45,21,324,14.354761904761904,668,1
12666.0,1020.98,33,358,30.938787878787878,393,1
12667.0,620.13,33,57,18.791818181818183,57,3
12668.0,11380.710000000001,546,6,20.84379120879121,676,0
12669.0,1607.73,102,150,15.762058823529411,256,3
12670.0,3750.39,117,9,32.05461538461538,666,4
12671.0,2622.481,45,605,58.27735555555556,605,2
12672.0,410.5,25,329,16.42,595,1
12673.0,1230.02,74,4,16.62189189189189,401,3
12674.0,1919.31,91,11,21.09131868131868,207,3
12675.0,934.8,115,553,8.128695652173912,577,1
12676.0,2773.09,108,24,25.67675925925926,482,4
12677.0,389.3,23,554,16.92608695652174,731,1
12679.0,1058.67,56,51,18.90482142857143,283,3
12680.0,880.81,53,0,16.619056603773583,112,3
12683.0,12418.6,561,3,22.136541889483066,725,0
12684.0,2283.63,105,7,21.748857142857144,212,3
12685.0,2863.08,157,27,18.236178343949042,93,3
12686.0,178.28,14,371,12.734285714285715,371,1
12687.0,2138.91,126,480,16.97547619047619,480,1
12688.0,4873.8099999999995,171,113,28.501812865497072,113,3
12689.0,1247.61,72,25,17.327916666666667,127,3
12690.0,389.01,16,205,24.313125,205,3
12691.0,1170.4,39,27,30.010256410256414,420,3
12692.0,110.95,13,636,8.534615384615385,636,1
12693.0,1640.42,83,120,19.76409638554217,521,4
12694.0,1839.45,84,69,21.898214285714285,420,4
12695.0,1407.1200000000001,59,6,23.84949152542373,664,4
12696.0,801.15,50,434,16.023,681,1
12697.0,939.02,43,20,21.83767441860465,168,3
12698.0,339.75,16,589,21.234375,589,1
12699.0,638.11,41,417,15.563658536585367,417,1
12700.0,4867.99,270,7,18.029592592592593,214,3
12701.0,2446.41,147,79,16.642244897959184,632,4
12702.0,219.0,12,19,18.25,19,3
12703.0,892.18,84,63,10.621190476190476,684,4
12704.0,2220.84,90,6,24.676000000000002,169,3
12705.0,11554.0,626,14,18.456869009584665,736,0
12706.0,-91.89,1,681,-91.89,681,1
12707.0,603.42,33,291,18.285454545454545,291,3
12708.0,5118.16,336,29,15.232619047619048,721,4
12710.0,1130.57,79,96,14.311012658227847,200,3
12711.0,1339.05,60,611,22.3175,676,1
12712.0,6979.66,294,22,23.74034013605442,730,0
12713.0,848.55,38,0,22.330263157894734,0,3
12714.0,14093.71,696,8,20.249583333333334,735,0
12715.0,353.86,21,105,16.85047619047619,105,3
12716.0,1053.49,69,3,15.267971014492753,132,3
12717.0,1258.91,72,150,17.484861111111112,589,4
12718.0,238.25,19,70,12.539473684210526,70,3
12719.0,608.1,42,4,14.47857142857143,64,3
12720.0,8047.88,533,2,15.09921200750469,506,0
12721.0,3906.68,254,31,15.380629921259843,471,4
12722.0,904.33,57,84,15.865438596491229,150,3
12723.0,725.07,69,3,10.508260869565218,64,3
12724.0,2317.52,129,4,17.96527131782946,534,4
12725.0,2694.56,130,370,20.727384615384615,583,1
12726.0,4014.6,179,27,22.427932960893855,623,4
12727.0,5646.53,205,10,27.544048780487802,654,4
12728.0,1070.17,61,70,17.54377049180328,383,3
12729.0,453.01,26,113,17.423461538461538,113,3
12730.0,829.25,47,521,17.643617021276597,521,1
12732.0,236.26000000000002,12,179,19.688333333333336,179,3
12733.0,2326.82,162,233,14.363086419753088,688,4
12734.0,639.65,19,352,33.66578947368421,391,1
12735.0,779.5699999999999,43,314,18.12953488372093,336,3
12736.0,234.0,4,332,58.5,332,2
12738.0,310.7,22,371,14.122727272727273,371,1
12739.0,2726.73,89,77,30.63741573033708,393,4
12740.0,427.6,27,63,15.837037037037037,63,3
12741.0,406.07,16,528,25.379375,532,1
12742.0,1185.02,68,599,17.426764705882352,625,1
12743.0,546.43,134,133,4.077835820895522,133,3
12744.0,13158.16,346,51,38.02936416184971,590,0
12745.0,925.41,23,486,40.235217391304346,681,1
12746.0,230.85000000000002,20,527,11.5425,730,1
12747.0,9164.59,265,1,34.58335849056604,731,0
12749.0,6328.49,398,3,15.90072864321608,520,0
12750.0,275.88,15,128,18.392,128,3
12751.0,268.27,62,444,4.326935483870967,444,1
12752.0,4366.78,53,80,82.3920754716981,80,2
12753.0,21024.01,230,3,91.40873913043478,362,0
12754.0,2949.12,65,235,45.37107692307692,308,3
12755.0,6406.349999999999,117,249,54.7551282051282,737,2
12756.0,112.07999999999998,4,86,28.019999999999996,86,3
12757.0,4227.7,377,15,11.214058355437665,210,4
12758.0,9779.0,317,116,30.84858044164038,737,0
12759.0,5020.74,302,51,16.62496688741722,735,4
12760.0,347.8,21,455,16.561904761904763,455,1
12761.0,782.95,27,457,28.99814814814815,464,1
12762.0,1898.52,69,7,27.51478260869565,24,3
12763.0,814.16,34,137,23.945882352941176,368,3
12764.0,1693.88,45,316,37.64177777777778,316,3
12765.0,1404.58,68,471,20.65558823529412,641,1
12766.0,10026.43,459,3,21.844074074074076,407,0
12767.0,949.82,43,375,22.088837209302326,375,1
12768.0,3.552713678800501e-15,20,431,1.7763568394002506e-16,450,1
12769.0,1143.6,32,238,35.7375,238,3
12770.0,2975.95,37,210,80.43108108108108,611,2
12771.0,262.5,16,464,16.40625,485,1
12772.0,892.47,55,59,16.226727272727274,59,3
12773.0,1.7763568394002505e-15,12,563,1.4802973661668753e-16,563,1
12774.0,98.7,6,535,16.45,535,1
12775.0,1651.32,82,16,20.138048780487804,408,4
12776.0,55.5,4,667,13.875,667,1
12777.0,519.45,26,457,19.978846153846156,457,1
12778.0,1757.68,115,19,15.284173913043478,602,4
12779.0,6406.76,295,20,21.717830508474577,736,4
12780.0,337.4,20,598,16.869999999999997,598,1
12781.0,707.72,30,20,23.590666666666667,284,3
12782.0,4526.04,241,4,18.7802489626556,518,4
12783.0,1603.87,86,1,18.649651162790697,74,3
12784.0,1804.75,131,8,13.776717557251908,528,4
12785.0,1079.31,58,2,18.608793103448274,730,4
12786.0,728.5,18,609,40.47222222222222,609,1
12787.0,859.18,45,9,19.092888888888886,412,3
12788.0,444.9,26,462,17.111538461538462,527,1
12789.0,273.35,8,64,34.16875,693,4
12790.0,563.45,40,191,14.086250000000001,409,3
12791.0,777.75,32,373,24.3046875,623,1
12792.0,813.88,48,256,16.955833333333334,681,1
12793.0,1017.33,51,334,19.94764705882353,400,1
12794.0,860.41,45,52,19.12022222222222,98,3
12795.0,430.48,14,18,30.74857142857143,18,3
12796.0,381.0,7,627,54.42857142857143,627,1
12797.0,725.46,49,359,14.80530612244898,423,1
12799.0,219.35,15,528,14.623333333333333,528,1
12800.0,584.25,34,469,17.183823529411764,676,1
12801.0,1031.87,51,477,20.232745098039214,500,1
12802.0,2350.42,140,183,16.788714285714285,563,4
12803.0,1092.81,55,392,19.869272727272726,392,1
12804.0,327.02,67,465,4.88089552238806,499,1
12805.0,1434.95,58,381,24.74051724137931,674,1
12806.0,2878.96,67,434,42.96955223880597,588,1
12807.0,269.95,18,382,14.997222222222222,385,1
12808.0,906.1,54,36,16.77962962962963,462,4
12809.0,1705.34,89,167,19.161123595505618,646,4
12810.0,534.99,32,534,16.7184375,676,1
12811.0,1033.9,56,260,18.462500000000002,427,1
12812.0,229.64000000000001,15,44,15.309333333333335,44,3
12813.0,1687.8,45,501,37.50666666666667,692,1
12814.0,125.92,2,101,62.96,101,3
12815.0,1063.46,47,147,22.6268085106383,197,3
12816.0,572.2,29,95,19.731034482758623,175,3
12817.0,690.98,25,280,27.639200000000002,434,1
12818.0,1517.88,16,177,94.8675,261,2
12819.0,540.52,19,457,28.448421052631577,457,1
12820.0,2647.94,163,2,16.245030674846625,733,4
12821.0,220.8,13,213,16.984615384615385,610,1
12822.0,918.98,47,70,19.55276595744681,86,3
12824.0,397.12,25,59,15.8848,59,3
12825.0,518.63,24,520,21.609583333333333,641,1
12826.0,2928.69,171,2,17.126842105263158,721,4
12827.0,430.15000000000003,25,5,17.206000000000003,43,3
12828.0,1018.71,56,2,18.19125,129,3
12829.0,345.35,20,321,17.267500000000002,549,1
12831.0,451.11,22,261,20.505,462,1
12832.0,383.03,27,31,14.186296296296295,97,3
12833.0,417.38,24,144,17.390833333333333,144,3
12834.0,312.38,18,282,17.354444444444443,282,3
12835.0,6018.67,630,417,9.553444444444445,736,0
12836.0,6546.47,418,58,15.66141148325359,737,0
12837.0,688.41,92,172,7.482717391304347,568,4
12838.0,3376.03,427,33,7.906393442622951,592,4
12839.0,9927.83,586,2,16.94168941979522,732,0
12840.0,4013.87,181,143,22.176077348066297,673,4
12841.0,7390.4800000000005,722,4,10.23612188365651,518,0
12842.0,1917.99,48,69,39.958125,737,4
12843.0,6345.61,230,65,27.589608695652174,726,4
12844.0,648.6,103,28,6.297087378640777,593,4
12845.0,354.09,27,266,13.114444444444443,289,3
12846.0,15.58,1,681,15.58,681,1
12847.0,1636.8999999999999,126,21,12.99126984126984,387,4
12848.0,208.0,16,675,13.0,675,1
12849.0,3090.56,148,30,20.88216216216216,590,4
12850.0,330.0,2,445,165.0,445,2
12851.0,284.13,80,96,3.551625,476,4
12852.0,299.75,20,289,14.9875,294,3
12853.0,3728.5,157,107,23.748407643312103,672,4
12854.0,2922.37,275,78,10.6268,727,4
12855.0,650.9399999999999,70,372,9.299142857142856,401,1
12856.0,2162.68,317,7,6.822334384858044,63,3
12857.0,3684.25,122,210,30.19877049180328,682,4
12858.0,151.73,50,382,3.0345999999999997,681,1
12859.0,575.1,21,458,27.385714285714286,458,1
12860.0,55.47,17,692,3.262941176470588,692,1
12861.0,68.25,4,619,17.0625,619,1
12862.0,1008.3199999999999,133,425,7.581353383458646,494,1
12863.0,2775.5499999999997,49,51,56.6438775510204,588,2
12864.0,299.57,7,137,42.79571428571428,507,4
12865.0,3303.31,196,25,16.853622448979593,476,4
12866.0,1227.35,63,282,19.48174603174603,502,1
12867.0,7862.69,1076,25,7.307332713754646,722,0
12868.0,2247.06,146,185,15.39082191780822,392,4
12869.0,337.66999999999996,37,681,9.126216216216216,681,1
12870.0,1647.15,97,365,16.980927835051546,623,1
12871.0,744.02,18,83,41.33444444444444,439,3
12872.0,3678.34,438,326,8.398036529680367,735,4
12873.0,2027.3,35,281,57.92285714285714,681,2
12874.0,933.42,49,384,19.04938775510204,553,1
12876.0,4068.59,171,57,23.792923976608186,589,4
12877.0,2955.17,277,3,10.668483754512636,690,4
12878.0,841.64,49,17,17.176326530612243,265,3
12879.0,552.5699999999999,12,44,46.04749999999999,91,3
12880.0,640.13,36,381,17.781388888888888,574,1
12881.0,298.0,7,275,42.57142857142857,275,3
12882.0,1463.04,13,8,112.54153846153847,33,2
12883.0,703.47,42,24,16.749285714285715,88,3
12884.0,309.05,7,87,44.15,87,3
12885.0,1158.27,72,62,16.087083333333332,123,3
12886.0,1351.09,86,67,15.7103488372093,219,3
12887.0,222.4,13,383,17.107692307692307,383,1
12888.0,313.77,7,213,44.824285714285715,254,3
12889.0,365.66,27,380,13.542962962962964,501,1
12890.0,717.27,139,23,5.16021582733813,386,3
12891.0,819.5,12,185,68.29166666666667,658,2
12892.0,263.38,18,396,14.632222222222222,396,1
12893.0,188.14,34,30,5.533529411764706,30,3
12894.0,157.35,21,574,7.492857142857143,574,1
12895.0,347.3,24,41,14.470833333333333,86,3
12896.0,-29.75,1,730,-29.75,730,1
12897.0,514.25,14,204,36.732142857142854,543,4
12898.0,310.96000000000004,32,463,9.717500000000001,659,1
12899.0,366.4,17,413,21.552941176470586,413,1
12900.0,340.33,13,421,26.179230769230767,421,1
12901.0,16293.1,125,8,130.3448,270,2
12902.0,138.68,10,264,13.868,264,3
12903.0,833.53,41,428,20.33,428,1
12904.0,509.58,72,17,7.0775,171,3
12905.0,1011.82,55,576,18.396727272727272,681,1
12906.0,2919.81,63,11,46.34619047619047,77,3
12907.0,440.36,29,395,15.184827586206897,653,1
12909.0,3034.77,168,39,18.064107142857143,653,4
12910.0,5747.02,138,22,41.645072463768116,620,4
12911.0,1680.47,248,551,6.77608870967742,551,1
12912.0,1662.3,24,2,69.2625,40,2
12913.0,6700.860000000001,96,4,69.80062500000001,738,2
